X,Y,Z,strip1,strip2,strip3,strip4,strip5,strip6,strip7
0,0.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.0,0,0.6221,0.9484,0.3634,0.0000,0.0145,0.0000,0.0000
1,0.0,0,0.5773,0.9484,0.4397,0.0000,0.0000,0.0000,0.0000
2,0.0,0,0.5057,0.9514,0.4838,0.0000,0.0105,0.0000,0.0000
3,0.0,0,0.4272,0.9507,0.5315,0.0000,0.0259,0.0000,0.0000
4,0.0,0,0.3552,0.9456,0.5818,0.0000,0.0146,0.0000,0.0000
5,0.0,0,0.2767,0.9471,0.6336,0.0000,0.0124,0.0000,0.0000
6,0.0,0,0.1813,0.9432,0.6684,0.0000,0.0078,0.0000,0.0000
7,0.0,0,0.1188,0.9398,0.7185,0.0136,0.0267,0.0000,0.0000
8,0.0,0,0.0566,0.9384,0.7349,0.0000,0.0189,0.0085,0.0000
9,0.0,0,0.0402,0.9343,0.7639,0.0155,0.0374,0.0030,0.0000
10,0.0,0,0.0355,0.9247,0.7896,0.0137,0.0157,0.0013,0.0000
11,0.0,0,0.0340,0.9268,0.8092,0.0378,0.0296,0.0000,0.0000
12,0.0,0,0.0278,0.9200,0.8306,0.0298,0.0235,0.0010,0.0000
13,0.0,0,0.0231,0.9152,0.8452,0.0418,0.0272,0.0000,0.0000
14,0.0,0,0.0185,0.9077,0.8570,0.0302,0.0136,0.0016,0.0000
15,0.0,0,0.0000,0.8988,0.8684,0.0349,0.0005,0.0000,0.0000
16,0.0,0,0.0055,0.8929,0.8877,0.0434,0.0206,0.0000,0.0000
17,0.0,0,0.0000,0.8761,0.8874,0.0304,0.0000,0.0000,0.0000
18,0.0,0,0.0000,0.8663,0.8988,0.0592,0.0000,0.0003,0.0000
19,0.0,0,0.0000,0.8461,0.9067,0.0957,0.0000,0.0000,0.0000
20,0.0,0,0.0000,0.8279,0.9064,0.1097,0.0000,0.0000,0.0000
21,0.0,0,0.0000,0.7968,0.9098,0.1274,0.0000,0.0000,0.0000
22,0.0,0,0.0000,0.7734,0.9135,0.1951,0.0000,0.0000,0.0000
23,0.0,0,0.0000,0.7286,0.9173,0.2447,0.0006,0.0000,0.0000
24,0.0,0,0.0000,0.6907,0.9166,0.2798,0.0000,0.0000,0.0000
25,0.0,0,0.0000,0.6465,0.9153,0.3435,0.0000,0.0000,0.0000
26,0.0,0,0.0000,0.5965,0.9186,0.3962,0.0000,0.0000,0.0000
27,0.0,0,0.0000,0.5541,0.9178,0.4802,0.0000,0.0000,0.0000
28,0.0,0,0.0000,0.4791,0.9177,0.5465,0.0000,0.0000,0.0000
29,0.0,0,0.0000,0.4018,0.9200,0.6203,0.0000,0.0000,0.0000
30,0.0,0,0.0000,0.3030,0.9157,0.6740,0.0000,0.0000,0.0000
31,0.0,0,0.0000,0.1909,0.9118,0.7188,0.0000,0.0000,0.0000
32,0.0,0,0.0000,0.1322,0.9058,0.7592,0.0000,0.0000,0.0000
33,0.0,0,0.0000,0.0879,0.9006,0.7771,0.0000,0.0000,0.0000
34,0.0,0,0.0000,0.0885,0.8887,0.8020,0.0000,0.0000,0.0000
35,0.0,0,0.0000,0.0987,0.8864,0.8323,0.0000,0.0000,0.0000
36,0.0,0,0.0000,0.0825,0.8782,0.8493,0.0000,0.0000,0.0000
37,0.0,0,0.0000,0.0718,0.8671,0.8741,0.0000,0.0000,0.0000
38,0.0,0,0.0000,0.0515,0.8591,0.8905,0.0004,0.0000,0.0000
39,0.0,0,0.0000,0.0434,0.8447,0.9014,0.0000,0.0000,0.0000
40,0.0,0,0.0000,0.0365,0.8330,0.9106,0.0019,0.0000,0.0000
41,0.0,0,0.0000,0.0419,0.8216,0.9208,0.0218,0.0000,0.0000
42,0.0,0,0.0000,0.0364,0.8045,0.9276,0.0292,0.0000,0.0000
43,0.0,0,0.0000,0.0601,0.7823,0.9364,0.0599,0.0000,0.0000
44,0.0,0,0.0000,0.0554,0.7641,0.9396,0.0480,0.0000,0.0000
45,0.0,0,0.0000,0.0549,0.7224,0.9457,0.1036,0.0000,0.0000
46,0.0,0,0.0000,0.0518,0.6875,0.9463,0.1434,0.0000,0.0000
47,0.0,0,0.0000,0.0535,0.6453,0.9533,0.1988,0.0000,0.0000
