-0.22077966, -0.6948673, -0.63109934, -0.5818159, -0.53912646, -0.6553072, -0.7803504, 0.28068742, -0.4179815, -1.3725619, -0.3321215, -1.3048443, -0.24380627, -0.69315785, -1.1491034, -0.4872573, -0.46271008, -0.897577, -0.8482936, -0.30696926, -0.29412755, -0.26958033, -0.7044472, 0.34210607, -0.11383951, 0.11902434, 0.6422065, -0.2912953, -0.74064684, -0.6979574, 2.087705, 0.11771265, 1.1787506, 0.23076405, 0.27345347, 0.9352995, -0.037422996, 0.026344988, -0.42300656, 0.61695266, -0.41870385, -0.8927915, 0.16824634, -0.28110522, 0.26021916, 1.4903529, 0.01899524, 0.082763225, 1.1293167, 0.17473607, 1.4644939, 0.9904063, 0.55553925, 1.3527751, 1.644782, 0.31208825, 1.8325403, 0.8990384, -0.04894792, 0.49237633, 
-0.53747445, -0.6096204, -0.424986, -0.37570256, -0.16380027, -0.8073399, -0.54106, -0.477292, 0.5389223, -0.6270519, -0.7123324, -0.80865157, -0.5031509, -0.21213472, -0.29031166, -0.7314324, -0.34428602, -0.71563697, -0.59383374, -0.5994908, -0.054837126, -0.15115626, -0.08738828, -0.27983758, -0.40636104, 0.32797578, -0.4935415, -0.06717442, -0.017891001, -0.21693432, 0.7855825, 1.0518622, 0.8738977, -0.28548262, 0.9658705, -0.20044845, -0.5385003, -0.47473237, -0.30458254, -0.3827595, -0.5420125, -0.15486622, 0.6340999, -0.16268118, 0.48434007, 1.1703305, -0.25551873, 2.2255764, 1.0661963, 3.5262127, 1.8696694, 0.2020878, 0.3867222, 1.5238028, 1.5664922, -0.20415841, -0.5422102, -0.59930867, -0.5500252, -0.26560307, 
-0.19632655, -0.18045926, -0.11669127, 0.01939129, 0.14887986, -0.26832962, -0.74721736, -0.0064161047, -0.13073099, 1.1271462, -0.8149833, -0.7904361, -0.46627074, 0.8849998, -0.5478961, -0.47148412, -0.4469369, -0.38316894, 0.96810156, -0.29119608, 0.1556413, -0.167008, 0.2439565, 0.2064408, -0.0112671815, -0.1680792, -0.14353198, -0.07976399, 0.056318566, -0.07459031, -0.8883312, -0.86378396, -0.6264177, -0.75073254, 2.763922, -0.544832, -0.5202848, 0.4114745, 0.37395883, 1.3714387, -0.2293324, -0.2915843, 0.7269741, 0.25546277, 0.64534867, 0.054541007, -0.702104, -0.55153686, -0.58905256, 3.533196, -1.0129075, 0.053229317, -0.056600988, -0.09411666, 1.337359, -0.62600875, -0.38446373, 0.026500806, -0.35821146, 2.1148536, 
-0.0013864636, 0.023160763, -0.3727717, -0.3234883, -0.510649, -0.5855044, -0.5609572, -0.95688957, -0.2180556, 0.054483987, -1.0710639, -0.5868161, -0.06334775, -0.70361495, 0.028625078, -0.49771446, -0.9328676, -0.40939927, -0.1302655, -1.0069771, 0.384966, -0.28003743, -0.9058201, 0.52256465, 0.10555369, 1.6396497, -0.17460471, 0.8085642, 1.0876976, 0.44083643, -1.1444117, -0.66016394, 1.472256, -0.08741222, 0.41497755, -0.8009125, -0.3166648, -0.9424475, -0.66331387, 0.29877636, 1.639491, -0.40461373, -0.11099546, 0.39798832, -0.019022629, 0.59567267, 0.6202199, 1.1436883, 1.1929717, 1.6953615, 0.11011319, -0.78474027, 0.1984284, 0.9372624, 1.6695025, 1.143163, 0.47815955, -0.83717364, 0.13151063, -0.2855003, 
-1.1846426, 0.017980643, -0.5072893, 0.3273781, 0.17372146, 0.6855644, 0.121073745, -0.60054225, 0.33229828, 0.57133347, -1.2055814, -0.5919962, -0.72457427, -1.3625017, -0.4362554, -0.46939033, -0.24849701, -0.773767, -0.13544562, -0.2891023, 0.018258672, 0.43549773, -0.48246428, 0.2540302, -0.29231828, 0.7103897, 0.5385911, 0.20966698, 0.16077726, -0.4837444, 0.6845308, -0.1744791, 0.5765002, 0.23309149, -1.2949872, -0.15004611, 0.65988505, 0.5273073, -0.7978314, -1.34418, 0.7772392, -0.76898146, 0.8655544, 0.91483784, 1.3502194, 0.58581334, 0.61036056, 0.67412853, 1.3124499, 1.5514857, 1.1489923, -0.10270937, -0.23528743, 0.79572624, 0.053031445, -0.07827637, 0.5353087, -0.38265324, -0.92240775, -0.4870265, 
-0.6640422, -0.29690188, -0.23313388, -0.52644354, -0.14116105, -0.56297386, -0.19583344, 0.5531207, 0.25981116, 0.6450935, -1.6166123, 0.46349382, -0.50051755, -0.10864092, 0.6192346, -0.24533358, 0.80699295, -0.49961162, -0.107734956, 0.62014085, -0.394797, 0.65752983, 0.3787046, 0.42798802, 0.47067744, -1.6641011, -0.6117745, 0.822366, 1.2142427, -0.45603374, -1.3473669, -0.46633682, 0.11132096, -0.1819888, -0.1392994, 0.70909786, -0.9793205, 0.45482013, 0.16151035, 0.20419976, -0.5193733, 0.1903603, 0.25412828, 0.98859787, 0.3461011, -1.7886775, -1.7641302, 0.35519648, 0.061886966, 1.474949, -1.8145365, 0.95075595, 1.3571172, 1.0638074, 0.07871747, -1.1284441, 0.26647586, 1.01543, 1.0647134, 1.7925892, 
-0.8085107, -0.7839635, -0.72019553, 0.016876511, -0.62822264, -0.70484006, 1.0391788, 0.07126377, -0.91113573, 0.16323659, 0.30098403, -0.018363126, -0.986278, -0.5931003, -0.89430517, -1.0749885, -0.70654684, -0.29888457, -0.9373898, 0.8247712, -0.8818586, -0.51341707, 0.5820338, 0.28742298, 0.3301124, 0.5973893, 0.6219365, 0.34181023, 0.7349879, 0.43378305, -0.46015248, 0.5960776, -0.37183726, -0.32255384, 0.40792418, 0.22724092, 0.93957675, 1.0033447, 0.36483955, 1.4392121, 0.3691423, 0.04979527, -0.23033111, 0.16284667, -0.13835828, -0.21497564, 0.49736017, 1.248917, 0.26651734, -0.37858188, 2.1664257, 0.4715013, 0.19137503, -0.10323593, -0.060546517, -0.58512396, -0.90447104, 0.19097982, -0.103631005, 0.28295267, 
0.0066771507, 0.031224377, -0.54052866, -0.5366395, -0.49395007, -0.350469, -1.0522314, -0.62530863, -0.75760263, -0.8964905, -1.0572433, 1.2370217, 0.34750825, -0.5564897, -0.9223495, -0.6683497, 1.353549, 0.6002187, -0.6669341, 0.19285369, 0.024117988, -0.40527835, 0.24861628, -0.47380432, -0.4311149, 0.7564363, -1.1255792, -0.7894452, 0.258514, -0.9698384, 0.3674226, -0.9698608, -1.0422759, 0.14186634, -0.26938772, 2.163541, 0.14534236, 0.70844823, 0.21299946, 1.0727873, 0.39887953, 0.42342675, -0.5568754, -0.41680324, 0.21601279, 0.768043, -0.2514798, 0.35702038, -0.13842839, 1.1299086, 1.6046767, -0.2319444, 0.19497849, 0.28965622, -0.93869627, 2.2659364, 0.47470963, 0.76544935, 0.9055215, 0.35808432, 
-0.4363414, -0.4117942, 0.039862417, -0.29874277, -0.25605336, 0.14320643, 0.16775367, -0.15636691, -0.68891644, -0.74319917, -0.949346, 1.2085885, -0.958003, -0.520831, 1.0734127, -0.70281905, -0.09643897, -0.61450386, 0.016612433, -0.522531, -0.31574503, -0.2911978, -0.32440192, -0.37209067, 0.05848736, 1.2335244, -0.48742715, -0.90851986, 0.98323435, 0.05620231, -1.1196661, 0.26249123, 0.52020353, -0.8850953, -0.939378, 0.7753875, -0.5576755, 0.28186974, 0.13720888, 1.343564, -0.44032133, 0.16605884, -0.15806179, 0.47305453, 0.7096882, 0.7210594, 0.9395511, 1.0033191, 0.2768252, -0.2623183, 0.11336766, 0.52580345, -0.38015002, 0.83279914, 1.2633772, 1.0386996, -0.48830742, 0.3512377, -0.7631446, 1.2189877, 
-0.5371656, -0.36940962, -0.592059, 0.45968527, -0.6432949, -0.40524006, -0.38069284, 0.8287447, 0.7348194, -0.08174328, -1.2903512, -1.2658039, 0.37325972, 0.70896053, 0.17881519, -0.8036433, -1.0655135, 7.154271E-4, -0.37962717, 1.2383578, 0.53515613, -0.29954883, -0.09257215, 1.1023809, 0.7154442, 0.66708165, 1.2644637, 0.18256213, -0.34098932, 0.41774356, -1.5069077, -0.47989962, -0.702549, 0.7788214, 0.105467305, -0.7337824, 0.72285175, 0.07057628, 0.83590317, -0.8399117, 1.4130408, 0.0055009127, 0.21247764, 0.54817843, 0.87728524, 0.8289228, -1.0082431, -0.37164032, 0.68010396, 0.8660021, -0.9154405, -0.17484982, 0.60496163, -0.4914245, 0.69693446, -0.71515, -1.1202289, -0.9132523, 0.85453546, 0.8972249, 
